State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,Core Set Year,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
California,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - Postpartum Women Ages 21 to 44,CCP-AD,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 21 to 44,2023,Medicaid & CHIP,Administrative,2.3,34,2.1,1.0,3.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - Postpartum Women Ages 21 to 44,CCP-AD,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Long-Acting Reversible Method of Contraception Within 90 Days of Delivery: Ages 21 to 44,2023,Medicaid & CHIP,Administrative,12.6,37,13.8,11.0,15.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Higher rates are better for this measure,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 7 and 84 Days after Delivery,2023,Medicaid & CHIP,Administrative & Hybrid,79.2,45,75.6,69.3,79.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed care plan for Kaiser North and South which reported administratively."" Rate was derived using both administrative and hybrid method data. Fifty-three managed care plan reporting units used the hybrid methodology. Administrative data were used for 3 managed care reporting units and the FFS delivery system. Denominator is the measure-eligible population. Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening: Ages 50 to 74,BCS-AD,Higher rates are better for this measure,Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50 to 64,2023,Medicaid & CHIP,Administrative,56.8,47,49.2,43.7,55.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21 to 64,CCS-AD,Higher rates are better for this measure,Percentage of Women Screened for Cervical Cancer: Ages 21 to 64,2023,Medicaid,Administrative & Hybrid,54.3,47,52.3,45.3,58.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed care plan administrative data."" Rate was derived using both administrative and hybrid method data. Forty-nine managed care plan reporting units used the hybrid methodology. Administrative data were used for 7 managed care reporting units and the FFS delivery system. Denominator is the measure-eligible population. Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women Ages 21 to 24,CHL-AD,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21 to 24,2023,Medicaid & CHIP,Administrative,67.8,49,56.2,51.9,64.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed care plan administrative data."" Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Primary Care Access and Preventive Care,Adult Core Set,Colorectal Cancer Screening: Ages 45 to 75,COL-AD,Higher rates are better for this measure,Percentage who had Appropriate Screening for Colorectal Cancer: Ages 46 to 49,2023,Medicaid & CHIP,Administrative,19.3,42,19.1,15.1,20.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed Care plan administrative data."" Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Primary Care Access and Preventive Care,Adult Core Set,Colorectal Cancer Screening: Ages 45 to 75,COL-AD,Higher rates are better for this measure,Percentage who had Appropriate Screening for Colorectal Cancer: Ages 50 to 64,2023,Medicaid & CHIP,Administrative,39.1,37,36.4,30.1,42.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed Care plan administrative data."" Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Primary Care Access and Preventive Care,Adult Core Set,Flu Vaccinations for Adults Ages 18 to 64,FVA-AD,Higher rates are better for this measure,Percentage who Received a Flu Vaccination: Ages 18 to 64,2023,Medicaid,CAHPS 5.1H,45.9,42,39.3,35.4,43.5,,"CMS used two data sources for reporting this measure for the 2023 Adult Core Set. The two sources are the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024 and Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024. The state-specific comments identify the data source for each state's rate for the 2023 Core Set.",Rate was calculated using data from the AHRQ CAHPS Database. Rate includes FFS and managed care populations (24 MCOs).,Yes
Colorado,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and Older,SAA-AD,Higher rates are better for this measure,Percentage with Schizophrenia or Schizoaffective Disorder who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Age 18 and older,2023,Medicaid & Dual Eligibles,Administrative,62.8,48,62.3,57.1,66.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS, PCCM, and managed care populations (2 MCOs). Rate was audited or validated.",Yes
Colorado,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Higher rates are better for this measure,Percentage with a Diagnosis of Major Depression who were Treated with and Remained on an Antidepressant Medication for 12 Weeks: Ages 18 to 64,2023,Medicaid & Dual Eligibles,Administrative,66.8,49,58.7,53.8,64.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS, PCCM, and managed care populations (2 MCOs). Rates were audited or validated.",Yes
Colorado,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Higher rates are better for this measure,Percentage with a Diagnosis of Major Depression who were Treated with and Remained on an Antidepressant Medication for the Continuation Phase (6 Months): Ages 18 to 64,2023,Medicaid & Dual Eligibles,Administrative,44.6,48,40.6,34.7,44.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS, PCCM, and managed care populations (2 MCOs). Rates were audited or validated.",Yes
Colorado,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64,SSD-AD,Higher rates are better for this measure,"Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2023,Medicaid & Dual Eligibles,Administrative,77.3,48,77.1,74.8,79.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS, PCCM, and managed care populations (2 MCOs). Rate was audited or validated.",Yes
Colorado,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64 ,2023,Medicaid & Dual Eligibles,Administrative,35.2,48,35.4,30.3,50.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS, PCCM, and managed care populations (2 MCOs). Rates were audited or validated.",Yes
Colorado,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2023,Medicaid & Dual Eligibles,Administrative,48.4,48,51.3,45.4,61.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS, PCCM, and managed care populations (2 MCOs). Rates were audited or validated.",Yes
Colorado,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Substance Use: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64,2023,Medicaid & Dual Eligibles,Administrative,29.1,47,28.2,17.3,34.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS, PCCM, and managed care populations (2 MCOs). Rates were audited or validated.",Yes
Colorado,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Substance Use: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2023,Medicaid & Dual Eligibles,Administrative,39.8,47,39.8,29.1,49.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS, PCCM, and managed care populations (2 MCOs). Rates were audited or validated.",Yes
